ÁREA,DISCIPLINA,TÓPICO,NÍVEL_SUPERIOR_INDICADO,FREQUÊNCIA_EDITAIS
SAÚDE,Patologia,Lesão celular reversível,Sim,Comum
SAÚDE,Patologia,Lesão celular irreversível,Sim,Comum
SAÚDE,Patologia,Inflamação: fases,Sim,Comum
SAÚDE,Patologia,Mediadores inflamatórios,Sim,Comum
SAÚDE,Patologia,Inflamação aguda e crônica,Sim,Comum
SAÚDE,Patologia,Reparação tecidual,Sim,Comum
SAÚDE,Patologia,Cicatrização de feridas,Sim,Comum
SAÚDE,Patologia,Infecção bacteriana,Sim,Comum
SAÚDE,Patologia,Infecção viral,Sim,Comum
SAÚDE,Patologia,Infecção fúngica,Sim,Comum
SAÚDE,Patologia,Infecção parasitária,Sim,Comum
SAÚDE,Patologia,Processos degenerativos,Sim,Comum
SAÚDE,Patologia,Aterosclerose,Sim,Comum
SAÚDE,Patologia,Neoplasia: conceitos,Sim,Comum
SAÚDE,Patologia,Carcinogênese,Sim,Comum
SAÚDE,Patologia,Tumores malignos,Sim,Comum
SAÚDE,Patologia,Tumores benignos,Sim,Comum
SAÚDE,Patologia,Metástase,Sim,Comum
SAÚDE,Patologia,Distúrbios da circulação: edema,Sim,Comum
SAÚDE,Patologia,Congestão,Sim,Comum
SAÚDE,Patologia,Trombose,Sim,Comum
SAÚDE,Patologia,Embolia,Sim,Comum
SAÚDE,Patologia,Isquemia,Sim,Comum
SAÚDE,Patologia,Hemostasia: coagulação,Sim,Comum
SAÚDE,Patologia,Sangramentos,Sim,Comum
SAÚDE,Patologia,Coagulopatias,Sim,Comum
SAÚDE,Patologia,Distúrbios eletrolíticos,Sim,Comum
SAÚDE,Patologia,Acidose e alcalose,Sim,Comum
SAÚDE,Semiologia,Conceitos de semiologia,Sim,Comum
SAÚDE,Semiologia,Anamnese: técnica,Sim,Comum
SAÚDE,Semiologia,Queixa principal,Sim,Comum
SAÚDE,Semiologia,História da doença atual,Sim,Comum
SAÚDE,Semiologia,Antecedentes pessoais,Sim,Comum
SAÚDE,Semiologia,Antecedentes familiares,Sim,Comum
SAÚDE,Semiologia,Fatores de risco,Sim,Comum
SAÚDE,Semiologia,Hábitos e vícios,Sim,Comum
SAÚDE,Semiologia,Exame físico: inspeção,Sim,Comum
SAÚDE,Semiologia,Palpação,Sim,Comum
SAÚDE,Semiologia,Percussão,Sim,Comum
SAÚDE,Semiologia,Ausculta,Sim,Comum
SAÚDE,Semiologia,Sinais vitais: temperatura,Sim,Comum
SAÚDE,Semiologia,Frequência cardíaca,Sim,Comum
SAÚDE,Semiologia,Pressão arterial,Sim,Comum
SAÚDE,Semiologia,Frequência respiratória,Sim,Comum
SAÚDE,Semiologia,Saturação de oxigênio,Sim,Comum
SAÚDE,Semiologia,Semiotécnica respiratória,Sim,Comum
SAÚDE,Semiologia,Semiotécnica cardiovascular,Sim,Comum
SAÚDE,Semiologia,Semiotécnica abdominal,Sim,Comum
SAÚDE,Semiologia,Semiotécnica neurológica,Sim,Comum
SAÚDE,Semiologia,Semiotécnica dermatológica,Sim,Comum
SAÚDE,Semiologia,Documentação clínica,Sim,Comum
SAÚDE,Procedimentos Técnicos,Higiene do paciente: banho no leito,Não,Frequente
SAÚDE,Procedimentos Técnicos,Higiene perineal,Não,Frequente
SAÚDE,Procedimentos Técnicos,Higiene oral,Não,Frequente
SAÚDE,Procedimentos Técnicos,Cuidados com cabelos,Não,Frequente
SAÚDE,Procedimentos Técnicos,Cuidados com unhas,Não,Frequente
SAÚDE,Procedimentos Técnicos,Conforto do paciente,Não,Frequente
SAÚDE,Procedimentos Técnicos,Mudanças de posição,Não,Frequente
SAÚDE,Procedimentos Técnicos,Posições no leito,Não,Frequente
SAÚDE,Procedimentos Técnicos,Úlceras de pressão: prevenção,Não,Frequente
SAÚDE,Procedimentos Técnicos,Úlceras de pressão: tratamento,Não,Frequente
SAÚDE,Procedimentos Técnicos,Sinais vitais: aferição de temperatura,Não,Frequente
SAÚDE,Procedimentos Técnicos,Aferição de pulso,Não,Frequente
SAÚDE,Procedimentos Técnicos,Aferição de pressão arterial,Não,Frequente
SAÚDE,Procedimentos Técnicos,Aferição de frequência respiratória,Não,Frequente
SAÚDE,Procedimentos Técnicos,Coleta de amostras: sangue,Não,Frequente
SAÚDE,Procedimentos Técnicos,Coleta de urina,Não,Frequente
SAÚDE,Procedimentos Técnicos,Coleta de fezes,Não,Frequente
SAÚDE,Procedimentos Técnicos,Coleta de escarro,Não,Frequente
SAÚDE,Procedimentos Técnicos,Coleta de líquor,Não,Frequente
SAÚDE,Procedimentos Técnicos,Administração de medicamentos: via oral,Não,Frequente
SAÚDE,Procedimentos Técnicos,Via intramuscular,Não,Frequente
SAÚDE,Procedimentos Técnicos,Via intravenosa,Não,Frequente
SAÚDE,Procedimentos Técnicos,Via subcutânea,Não,Frequente
SAÚDE,Procedimentos Técnicos,Via tópica,Não,Frequente
SAÚDE,Procedimentos Técnicos,Curativos: técnica asséptica,Não,Frequente
SAÚDE,Procedimentos Técnicos,Limpeza de ferida,Não,Frequente
SAÚDE,Procedimentos Técnicos,Aplicação de cobertura,Não,Frequente
SAÚDE,Procedimentos Técnicos,Tipos de cobertura,Não,Frequente
SAÚDE,Procedimentos Técnicos,Drenagem de ferida,Não,Frequente
SAÚDE,Procedimentos Técnicos,Cateterismo venoso,Não,Frequente
SAÚDE,Procedimentos Técnicos,Sondagem nasogástrica,Não,Frequente
SAÚDE,Procedimentos Técnicos,Sondagem vesical,Não,Frequente
SAÚDE,Procedimentos Técnicos,Enema,Não,Frequente
SAÚDE,Procedimentos Técnicos,Colostomia,Não,Frequente
SAÚDE,Procedimentos Técnicos,Traqueostomia,Não,Frequente
SAÚDE,Procedimentos Técnicos,Monitoramento cardíaco,Não,Frequente
SAÚDE,Procedimentos Técnicos,Oxigenoterapia,Não,Frequente
SAÚDE,Procedimentos Técnicos,Inalação,Não,Frequente
SAÚDE,Procedimentos Técnicos,Nebulização,Não,Frequente
SAÚDE,Procedimentos Técnicos,Imobilizações,Não,Frequente
SAÚDE,Procedimentos Técnicos,Bandagens,Não,Frequente
SAÚDE,Procedimentos Técnicos,Primeiros socorros: reanimação,Não,Frequente
SAÚDE,Procedimentos Técnicos,Compressão cardíaca,Não,Frequente
SAÚDE,Procedimentos Técnicos,Suporte básico de vida,Não,Frequente
SAÚDE,Procedimentos Técnicos,Manobra de Heimlich,Não,Frequente
SAÚDE,Procedimentos Técnicos,Controle de hemorragia,Não,Frequente
SAÚDE,Saúde Pública,Conceitos de saúde,Não,Comum
SAÚDE,Saúde Pública,Conceitos de doença,Não,Comum
SAÚDE,Saúde Pública,Conceitos de cura,Não,Comum
SAÚDE,Saúde Pública,História natural da doença,Não,Comum
SAÚDE,Saúde Pública,Período de incubação,Não,Comum
SAÚDE,Saúde Pública,Período prodômico,Não,Comum
SAÚDE,Saúde Pública,Período clínico,Não,Comum
SAÚDE,Saúde Pública,Período de recuperação,Não,Comum
SAÚDE,Saúde Pública,Epidemiologia: conceito,Não,Comum
SAÚDE,Saúde Pública,Epidemiologia clínica,Não,Comum
SAÚDE,Saúde Pública,Epidemiologia descritiva,Não,Comum
SAÚDE,Saúde Pública,Epidemiologia analítica,Não,Comum
SAÚDE,Saúde Pública,Epidemiologia experimental,Não,Comum
SAÚDE,Saúde Pública,Doenças transmissíveis,Não,Comum
SAÚDE,Saúde Pública,Modos de transmissão: direto,Não,Comum
SAÚDE,Saúde Pública,Indireto,Não,Comum
SAÚDE,Saúde Pública,Por vetor,Não,Comum
SAÚDE,Saúde Pública,Por via aérea,Não,Comum
SAÚDE,Saúde Pública,Por contaminação fecal-oral,Não,Comum
SAÚDE,Saúde Pública,Doenças imunopreveníveis,Não,Comum
SAÚDE,Saúde Pública,Varicela,Não,Comum
SAÚDE,Saúde Pública,Sarampo,Não,Comum
SAÚDE,Saúde Pública,Caxumba,Não,Comum
SAÚDE,Saúde Pública,Rubéola,Não,Comum
SAÚDE,Saúde Pública,Difteria,Não,Comum
SAÚDE,Saúde Pública,Coqueluche,Não,Comum
SAÚDE,Saúde Pública,Tétano,Não,Comum
SAÚDE,Saúde Pública,Tuberculose,Não,Comum
SAÚDE,Saúde Pública,Hanseníase,Não,Comum
SAÚDE,Saúde Pública,Hepatite B,Não,Comum
SAÚDE,Saúde Pública,Poliomielite,Não,Comum
SAÚDE,Saúde Pública,Raiva,Não,Comum
SAÚDE,Saúde Pública,Esquistossomose,Não,Comum
SAÚDE,Saúde Pública,Ancilostomose,Não,Comum
SAÚDE,Saúde Pública,Ascaridíase,Não,Comum
SAÚDE,Saúde Pública,Dengue,Não,Comum
SAÚDE,Saúde Pública,Zika,Não,Comum
SAÚDE,Saúde Pública,Febre amarela,Não,Comum
SAÚDE,Saúde Pública,Malária,Não,Comum
SAÚDE,Saúde Pública,Doença de Chagas,Não,Comum
SAÚDE,Epidemiologia,Medidas epidemiológicas: incidência,Não,Comum
SAÚDE,Epidemiologia,Prevalência,Não,Comum
SAÚDE,Epidemiologia,Letalidade,Não,Comum
SAÚDE,Epidemiologia,Morbidade,Não,Comum
SAÚDE,Epidemiologia,Mortalidade,Não,Comum
SAÚDE,Epidemiologia,Taxa bruta,Não,Comum
SAÚDE,Epidemiologia,Taxa específica,Não,Comum
SAÚDE,Epidemiologia,Taxa de ataque,Não,Comum
SAÚDE,Epidemiologia,Risco relativo,Não,Comum
SAÚDE,Epidemiologia,Razão de chances,Não,Comum
SAÚDE,Epidemiologia,Odds ratio,Não,Comum
SAÚDE,Epidemiologia,Vigilância epidemiológica,Não,Comum
SAÚDE,Epidemiologia,Notificação de casos,Não,Comum
SAÚDE,Epidemiologia,Investigação de caso,Não,Comum
SAÚDE,Epidemiologia,Surtos,Não,Comum
SAÚDE,Epidemiologia,Epidemias,Não,Comum
SAÚDE,Epidemiologia,Pandemias,Não,Comum
SAÚDE,Epidemiologia,Endemia,Não,Comum
SAÚDE,Epidemiologia,Vigilância de contatos,Não,Comum
SAÚDE,Epidemiologia,Rastreamento de casos,Não,Comum
SAÚDE,Epidemiologia,Educação em saúde,Não,Comum
SAÚDE,Epidemiologia,Comunicação de risco,Não,Comum
SAÚDE,Epidemiologia,Controle de transmissão,Não,Comum
SAÚDE,Ética e Legislação,Conceitos de ética,Sim,Comum
SAÚDE,Ética e Legislação,Bioética,Sim,Comum
SAÚDE,Ética e Legislação,Princípios éticos: autonomia,Sim,Comum
SAÚDE,Ética e Legislação,Beneficência,Sim,Comum
SAÚDE,Ética e Legislação,Não-maleficência,Sim,Comum
SAÚDE,Ética e Legislação,Justiça,Sim,Comum
SAÚDE,Ética e Legislação,Código de Ética da Enfermagem,Sim,Comum
SAÚDE,Ética e Legislação,Sigilo profissional,Sim,Comum
SAÚDE,Ética e Legislação,Consentimento informado,Sim,Comum
SAÚDE,Ética e Legislação,Direito do paciente,Sim,Comum
SAÚDE,Ética e Legislação,Privacidade,Sim,Comum
SAÚDE,Ética e Legislação,Dignidade humana,Sim,Comum
SAÚDE,Ética e Legislação,Respeito à vontade,Sim,Comum
SAÚDE,Ética e Legislação,Confidencialidade,Sim,Comum
SAÚDE,Ética e Legislação,Lei de Privacidade de Dados Genéticos,Sim,Comum
SAÚDE,Ética e Legislação,Direito à informação,Sim,Comum
SAÚDE,Ética e Legislação,Direitos das vítimas,Sim,Comum
SAÚDE,Ética e Legislação,Direito ao esquecimento,Sim,Comum
SAÚDE,Ética e Legislação,Estatuto do Idoso,Sim,Comum
SAÚDE,Ética e Legislação,Estatuto da Criança,Sim,Comum
SAÚDE,Ética e Legislação,Lei de Combate à Violência,Sim,Comum
SAÚDE,Biossegurança,Conceitos de biossegurança,Não,Comum
SAÚDE,Biossegurança,Risco biológico,Não,Comum
SAÚDE,Biossegurança,Risco químico,Não,Comum
SAÚDE,Biossegurança,Risco físico,Não,Comum
SAÚDE,Biossegurança,Exposição ocupacional,Não,Comum
SAÚDE,Biossegurança,Precauções-padrão,Não,Comum
SAÚDE,Biossegurança,Higiene das mãos,Não,Comum
SAÚDE,Biossegurança,Equipamento de proteção individual,Não,Comum
SAÚDE,Biossegurança,Avental,Não,Comum
SAÚDE,Biossegurança,Luvas,Não,Comum
SAÚDE,Biossegurança,Máscara,Não,Comum
SAÚDE,Biossegurança,Óculos de proteção,Não,Comum
SAÚDE,Biossegurança,Gorro,Não,Comum
SAÚDE,Biossegurança,Proteção de pés,Não,Comum
SAÚDE,Biossegurança,Manejo de agulhas,Não,Comum
SAÚDE,Biossegurança,Descarte de material pérfurocortante,Não,Comum
SAÚDE,Biossegurança,Limpeza e desinfecção,Não,Comum
SAÚDE,Biossegurança,Tipos de desinfetantes,Não,Comum
SAÚDE,Biossegurança,Esterilização,Não,Comum
SAÚDE,Biossegurança,Método de esterilização por vapor,Não,Comum
SAÚDE,Biossegurança,Método de esterilização a seco,Não,Comum
SAÚDE,Biossegurança,Esterilização química,Não,Comum
SAÚDE,Biossegurança,Vacinação de profissionais,Não,Comum
SAÚDE,Biossegurança,Exposição a material biológico,Não,Comum
SAÚDE,Biossegurança,Pós-exposição,Não,Comum
SAÚDE,Biossegurança,Precauções específicas: contato,Não,Comum
SAÚDE,Biossegurança,Gotícula,Não,Comum
SAÚDE,Biossegurança,Via aérea,Não,Comum
SAÚDE,Biossegurança,Isolamento de paciente,Não,Comum
EDUCAÇÃO,Português,Compreensão e interpretação,Não,Comum
EDUCAÇÃO,Português,Significado contextual,Não,Comum
EDUCAÇÃO,Português,Semântica,Não,Comum
EDUCAÇÃO,Português,Ortografia,Não,Comum
EDUCAÇÃO,Português,Acentuação,Não,Comum
EDUCAÇÃO,Português,Pontuação,Não,Comum
EDUCAÇÃO,Português,Estrutura morfo-sintática,Não,Comum
EDUCAÇÃO,Português,Concordância verbal,Não,Comum
EDUCAÇÃO,Português,Concordância nominal,Não,Comum
EDUCAÇÃO,Português,Regência verbal,Não,Comum
EDUCAÇÃO,Português,Regência nominal,Não,Comum
EDUCAÇÃO,Português,Colocação pronominal,Não,Comum
EDUCAÇÃO,Português,Variação linguística,Não,Comum
EDUCAÇÃO,Português,Figuras de linguagem,Não,Comum
EDUCAÇÃO,Português,Coesão textual,Não,Comum
EDUCAÇÃO,Português,Coerência textual,Não,Comum
EDUCAÇÃO,Português,Argumentação,Não,Comum
EDUCAÇÃO,Português,Tipos de texto,Não,Comum
EDUCAÇÃO,Português,Gêneros textuais,Não,Comum
EDUCAÇÃO,Português,Denotação e conotação,Não,Comum
EDUCAÇÃO,LDB,Lei 9.394/1996: histórico,Sim,Frequente
EDUCAÇÃO,LDB,Princípios e fins da educação,Sim,Frequente
EDUCAÇÃO,LDB,Educação básica: infantil,Sim,Frequente
EDUCAÇÃO,LDB,Ensino fundamental,Sim,Frequente
EDUCAÇÃO,LDB,Ensino médio,Sim,Frequente
EDUCAÇÃO,LDB,Educação superior,Sim,Frequente
EDUCAÇÃO,LDB,Graduação,Sim,Frequente
EDUCAÇÃO,LDB,Pós-graduação,Sim,Frequente
EDUCAÇÃO,LDB,Pesquisa,Sim,Frequente
EDUCAÇÃO,LDB,Extensão,Sim,Frequente
EDUCAÇÃO,LDB,Educação de jovens e adultos,Sim,Frequente
EDUCAÇÃO,LDB,Educação especial,Sim,Frequente
EDUCAÇÃO,LDB,Educação profissional,Sim,Frequente
EDUCAÇÃO,LDB,Educação indígena,Sim,Frequente
EDUCAÇÃO,LDB,Educação do campo,Sim,Frequente
EDUCAÇÃO,LDB,Currículo nacional,Sim,Frequente
EDUCAÇÃO,LDB,Diretrizes curriculares,Sim,Frequente
EDUCAÇÃO,LDB,Avaliação da educação,Sim,Frequente
EDUCAÇÃO,LDB,ENEM,Sim,Frequente
EDUCAÇÃO,LDB,Avaliação de aprendizado,Sim,Frequente
EDUCAÇÃO,LDB,Professores: formação,Sim,Frequente
EDUCAÇÃO,LDB,Carreira,Sim,Frequente
EDUCAÇÃO,LDB,Remuneração,Sim,Frequente
EDUCAÇÃO,LDB,Financiamento da educação,Sim,Frequente
EDUCAÇÃO,LDB,Vinculação orçamentária,Sim,Frequente
EDUCAÇÃO,LDB,Salário educação,Sim,Frequente
EDUCAÇÃO,LDB,Fundo de Manutenção,Sim,Frequente
EDUCAÇÃO,LDB,Gestão democrática,Sim,Frequente
EDUCAÇÃO,LDB,Conselho escolar,Sim,Frequente
EDUCAÇÃO,LDB,Participação comunitária,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Desenvolvimento cognitivo: Piaget,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Estágio sensório-motor,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Estágio pré-operatório,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Estágio operatório concreto,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Estágio operatório formal,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Vygotsky: zona de desenvolvimento proximal,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Mediação,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Internalização,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Interacionismo,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Construtivismo,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Aprendizagem significativa: Ausubel,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Conhecimento prévio,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Diferenciação progressiva,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Reconciliação integradora,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Teoria de Bruner: aprendizagem por descoberta,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Currículo espiral,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Estilos de aprendizagem: visual,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Auditivo,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Sinestésico,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Inteligências múltiplas: Gardner,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Inteligência linguística,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Lógico-matemática,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Espacial,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Musical,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Corporal-sinestésica,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Interpessoal,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Intrapessoal,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Naturalística,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Motivação: intrínseca,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Extrínseca,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Locus de controle,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Autoeficácia,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Necessidades de aprendizagem,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Dificuldades de aprendizado,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Dislexia,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Discalculia,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,TDAH,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Altas habilidades,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Superdotação,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Criatividade,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Socioafetividade,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Bullying,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Violência escolar,Sim,Frequente
EDUCAÇÃO,Psicologia da Educação,Drogas na escola,Sim,Frequente
EDUCAÇÃO,Didática,Conceitos: educação,Sim,Frequente
EDUCAÇÃO,Didática,Ensino,Sim,Frequente
EDUCAÇÃO,Didática,Aprendizagem,Sim,Frequente
EDUCAÇÃO,Didática,Didática,Sim,Frequente
EDUCAÇÃO,Didática,Objetivos educacionais: cognitivos,Sim,Frequente
EDUCAÇÃO,Didática,Afetivos,Sim,Frequente
EDUCAÇÃO,Didática,Psicomotores,Sim,Frequente
EDUCAÇÃO,Didática,Bloom,Sim,Frequente
EDUCAÇÃO,Didática,Anderson e Krathwohl,Sim,Frequente
EDUCAÇÃO,Didática,Planejamento educacional,Sim,Frequente
EDUCAÇÃO,Didática,Plano de ensino,Sim,Frequente
EDUCAÇÃO,Didática,Plano de aula,Sim,Frequente
EDUCAÇÃO,Didática,Estratégias de ensino: aula expositiva,Sim,Frequente
EDUCAÇÃO,Didática,Aula dialogada,Sim,Frequente
EDUCAÇÃO,Didática,Seminário,Sim,Frequente
EDUCAÇÃO,Didática,Projeto,Sim,Frequente
EDUCAÇÃO,Didática,Problema,Sim,Frequente
EDUCAÇÃO,Didática,Caso,Sim,Frequente
EDUCAÇÃO,Didática,Dramatização,Sim,Frequente
EDUCAÇÃO,Didática,Jogo,Sim,Frequente
EDUCAÇÃO,Didática,Simulação,Sim,Frequente
EDUCAÇÃO,Didática,Recursos didáticos,Sim,Frequente
EDUCAÇÃO,Didática,Livro didático,Sim,Frequente
EDUCAÇÃO,Didática,Audiovisual,Sim,Frequente
EDUCAÇÃO,Didática,Computador,Sim,Frequente
EDUCAÇÃO,Didática,Slides,Sim,Frequente
EDUCAÇÃO,Didática,Vídeo,Sim,Frequente
EDUCAÇÃO,Didática,Áudio,Sim,Frequente
EDUCAÇÃO,Didática,Quadro,Sim,Frequente
EDUCAÇÃO,Didática,Modelos,Sim,Frequente
EDUCAÇÃO,Didática,Avaliação: conceitos,Sim,Frequente
EDUCAÇÃO,Didática,Objetivos da avaliação,Sim,Frequente
EDUCAÇÃO,Didática,Diagnóstica,Sim,Frequente
EDUCAÇÃO,Didática,Formativa,Sim,Frequente
EDUCAÇÃO,Didática,Somativa,Sim,Frequente
EDUCAÇÃO,Didática,Avaliação de aprendizagem,Sim,Frequente
EDUCAÇÃO,Didática,Instrumentos: prova,Sim,Frequente
EDUCAÇÃO,Didática,Portfólio,Sim,Frequente
EDUCAÇÃO,Didática,Seminário,Sim,Frequente
EDUCAÇÃO,Didática,Trabalho em grupo,Sim,Frequente
EDUCAÇÃO,Didática,Observação,Sim,Frequente
EDUCAÇÃO,Didática,Autoavaliação,Sim,Frequente
EDUCAÇÃO,Didática,Avaliação por competências,Sim,Frequente
EDUCAÇÃO,Didática,Rubricas,Sim,Frequente
EDUCAÇÃO,Inclusão e Educação Especial,Conceitos de inclusão,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Integração,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Segregação,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Educação inclusiva,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Deficiência visual,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Educação de cegos,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Educação de baixa visão,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Deficiência auditiva,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Educação de surdos,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Surdocegueira,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Deficiência intelectual,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Educação de portadores,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Deficiência motora,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Paralisia cerebral,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Distúrbios do movimento,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Deficiência múltipla,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Transtornos globais do desenvolvimento,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Autismo,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Síndrome de Asperger,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Altas habilidades,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Superdotação,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Criatividade,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Transtorno de déficit de atenção,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,TDAH,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Transtorno de conduta,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Transtorno de aprendizagem,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Dislexia,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Discalculia,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Disgrafia,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Disgrafos,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Necessidades educacionais especiais,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,AEE,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Atendimento educacional especializado,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Sala de recursos,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Professor de educação especial,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Intérprete,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Tecnologia assistiva,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Acessibilidade,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Acessibilidade arquitetônica,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Acessibilidade comunicacional,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Acessibilidade metodológica,Sim,Comum
EDUCAÇÃO,Inclusão e Educação Especial,Programa de ação afirmativa,Sim,Comum
EDUCAÇÃO,Currículo,Conceitos de currículo,Sim,Comum
EDUCAÇÃO,Currículo,Currículo prescrito,Sim,Comum
EDUCAÇÃO,Currículo,Currículo real,Sim,Comum
EDUCAÇÃO,Currículo,Currículo oculto,Sim,Comum
EDUCAÇÃO,Currículo,Planejamento curricular,Sim,Comum
EDUCAÇÃO,Currículo,Reforma curricular,Sim,Comum
EDUCAÇÃO,Currículo,BNCC: Base Nacional,Sim,Comum
EDUCAÇÃO,Currículo,Competências gerais,Sim,Comum
EDUCAÇÃO,Currículo,Competências específicas,Sim,Comum
EDUCAÇÃO,Currículo,Habilidades,Sim,Comum
EDUCAÇÃO,Currículo,Aprendizagens essenciais,Sim,Comum
EDUCAÇÃO,Currículo,Educação infantil,Sim,Comum
EDUCAÇÃO,Currículo,Ensino fundamental,Sim,Comum
EDUCAÇÃO,Currículo,Ensino médio,Sim,Comum
EDUCAÇÃO,Currículo,Ensino superior,Sim,Comum
EDUCAÇÃO,Currículo,Educação integrada,Sim,Comum
EDUCAÇÃO,Currículo,Interdisciplinaridade,Sim,Comum
EDUCAÇÃO,Currículo,Transversalidade,Sim,Comum
EDUCAÇÃO,Currículo,Temas transversais: ética,Sim,Comum
EDUCAÇÃO,Currículo,Saúde,Sim,Comum
EDUCAÇÃO,Currículo,Pluralidade cultural,Sim,Comum
EDUCAÇÃO,Currículo,Meio ambiente,Sim,Comum
EDUCAÇÃO,Currículo,Trabalho e consumo,Sim,Comum
EDUCAÇÃO,Currículo,Orientação sexual,Sim,Comum
EDUCAÇÃO,Currículo,Flexibilização curricular,Sim,Comum
EDUCAÇÃO,Currículo,Currículo diferenciado,Sim,Comum
EDUCAÇÃO,Currículo,Itinerários formativos,Sim,Comum
